StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,message1,message2,message3,AttentionCheck1,message4,Message5,Message6,regulations,GlobalWarming,TrumpHigh,AttentionCheck2,TrumpLow,BidenLow,ExxonHigh,ExxonLow,BidenHigh,MSCHigh,MSCLow,SierraHigh,SierraLow,colgateHigh,ColgateLow,patagoniaHigh,PatagoniaLow,powerthefutureHigh,PowerTheFutureLow,TrumpTemp,BidenTemp,comment,political_affiliat,political_affiliat_4_TEXT,polparty,age,gender,gender_3_TEXT,state_1,EndComments,Random ID,Create New Field or Choose From Dropdown...
7/28/2022 10:50,7/28/2022 10:57,IP Address,73.29.253.19,100,428,TRUE,7/28/2022 10:57,R_1IgcFTEZSkjdO5m,,,,,39.9564,-74.5666,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Extremely political,Not at all political,Not at all political,4,Equally by human activity and natural causes,,Slightly political,,,,Not at all political,Extremely political,Very political,,Extremely political,,,Not at all political,Extremely political,Slightly political,Extremely political,,0,0,No,Independent,,,35 to 44 years old,Female,,New Jersey,,81404,
7/28/2022 10:48,7/28/2022 10:57,IP Address,162.194.104.220,100,583,TRUE,7/28/2022 10:57,R_2CqO4Gw0x2EQ2vj,,,,,36.0322,-79.8588,anonymous,EN,Slightly political,Somewhat political,Not at all political,Slightly Political,Somewhat political,Not at all political,Not at all political,4,Mostly by natural causes,,Slightly political,Very political,,Somewhat political,Not at all political,,,Not at all political,Very political,Not at all political,,,Very political,Not at all political,,,7,0,NO,Weak Republican,,,65 to 74 years old,Female,,North Carolina,,98008,
7/28/2022 10:55,7/28/2022 10:58,IP Address,73.252.147.66,100,191,TRUE,7/28/2022 10:58,R_PGm72FFCoQFtbBT,,,,,37.3417,-121.9753,anonymous,EN,Slightly political,Extremely political,Somewhat political,Slightly Political,Slightly political,Somewhat political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,Extremely political,Extremely political,Somewhat political,Not at all political,,Somewhat political,,,,,Not at all political,,,Extremely political,,0,6,no,Weak Democrat,,,25 to 34 years old,Female,,California,,37020,
7/28/2022 10:45,7/28/2022 11:00,IP Address,174.84.79.207,100,893,TRUE,7/28/2022 11:00,R_VUPJBDDKDNKhQIh,,,,,42.9468,-83.817,anonymous,EN,Somewhat political,Very political,Very political,Slightly Political,Somewhat political,Slightly political,Not at all political,2,Mostly by human activity,,,,Somewhat political,Somewhat political,Slightly political,Very political,Very political,Not at all political,,,,Not at all political,Very political,,,Somewhat political,2,6,Not really. ,Weak Democrat,,,35 to 44 years old,Female,,Michigan,,27303,
7/28/2022 10:56,7/28/2022 11:01,IP Address,173.184.44.158,100,299,TRUE,7/28/2022 11:01,R_O28gCpLGXnwZlxT,,,,,34.1151,-83.5749,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Extremely political,Slightly political,Somewhat political,5,Equally by human activity and natural causes,Extremely political,,Extremely political,Extremely political,Extremely political,,Extremely political,,Not at all political,Extremely political,,Not at all political,,,Not at all political,,,2,0,no,Strong Republican,,Republican Party,35 to 44 years old,Male,,Georgia,,36223,
7/28/2022 10:54,7/28/2022 11:03,IP Address,32.208.30.242,100,576,TRUE,7/28/2022 11:03,R_yDsljpXun6FTGcp,,,,,41.2776,-72.8115,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Slightly political,Slightly political,Not at all political,4,Equally by human activity and natural causes,Extremely political,,Extremely political,Extremely political,Extremely political,,Extremely political,,Not at all political,Extremely political,,,,,Somewhat political,,Extremely political,0,5,no,Independent,,,75 or older,Male,,Connecticut,,81899,
7/28/2022 10:58,7/28/2022 11:03,IP Address,68.81.42.79,100,319,TRUE,7/28/2022 11:03,R_1dNCmHIYVdvI6Rd,,,,,40.2684,-75.3903,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,Very political,,,Somewhat political,Extremely political,,Not at all political,,Somewhat political,Not at all political,,Very political,Not at all political,,,0,7,no,Strong Democrat,,,55 to 64 years old,Female,,Pennsylvania,thanks for the opportunity,67594,
7/28/2022 10:53,7/28/2022 11:05,IP Address,108.247.233.242,100,670,TRUE,7/28/2022 11:05,R_27qEjo3Fj5WxDoA,,,,,33.933,-84.604,anonymous,EN,Extremely political,Very political,Slightly political,Slightly Political,Not at all political,Not at all political,Not at all political,2,Mostly by human activity,,Slightly political,,Extremely political,,Slightly political,Extremely political,,Not at all political,Extremely political,,Not at all political,Not at all political,Very political,,,,0,4,no,Strong Democrat,,,35 to 44 years old,Female,,Georgia,,69503,
7/28/2022 11:00,7/28/2022 11:05,IP Address,172.98.87.246,100,298,TRUE,7/28/2022 11:05,R_2tDuLTmzeq7RMgb,,,,,33.4475,-112.0866,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Extremely political,Somewhat political,Very political,3,Mostly by human activity,,,Extremely political,,Very political,,,Extremely political,,,Slightly political,,Not at all political,Extremely political,Slightly political,Very  political,Extremely political,0,3,no,Independent,,,35 to 44 years old,Female,,Arizona,,76335,
7/28/2022 10:18,7/28/2022 11:05,IP Address,67.248.157.116,100,2867,TRUE,7/28/2022 11:05,R_3lriN4O3AaVmIqf,,,,,43.3238,-73.6772,anonymous,EN,Very political,Extremely political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,3,Mostly by human activity,Extremely political,,,,,Slightly political,Extremely political,Slightly political,Not at all political,,,Not at all political,Not at all political,Extremely political,,Extremely political,,0,6,Nothing that I can think of. ,Strong Democrat,,,35 to 44 years old,Female,,New York,None,44090,
7/28/2022 11:07,7/28/2022 11:14,IP Address,68.118.158.89,100,435,TRUE,7/28/2022 11:14,R_RxkUQeDLtypRiZb,,,,,45.7659,-87.089,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Extremely political,Slightly political,Somewhat political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,,,Somewhat political,,Extremely political,,,Slightly political,Slightly political,Not at all political,Extremely political,Slightly political,,Extremely political,0,1,Not really. There was a toothpaste ad that was clearly meant as an attention check but other than that no.,Weak Democrat,,,35 to 44 years old,Female,,Michigan,,96531,
7/28/2022 11:08,7/28/2022 11:15,IP Address,68.44.72.195,100,380,TRUE,7/28/2022 11:15,R_28UQU55NtK44fXy,,,,,40.1333,-85.6538,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Extremely political,Slightly political,Somewhat political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,,,,Extremely political,,Very political,,Extremely political,,Not at all political,Not at all political,,Not at all political,,Extremely political,0,6,Some of the ads weren't political at all but can be perceived as being political?,Strong Democrat,,,25 to 34 years old,Female,,Indiana,,92427,
7/28/2022 11:17,7/28/2022 11:22,IP Address,24.192.190.230,100,287,TRUE,7/28/2022 11:22,R_1CCuWeoPQkCmmq0,,,,,42.5138,-82.9396,anonymous,EN,Very political,Extremely political,Not at all political,Slightly Political,Slightly political,Not at all political,Not at all political,4,Equally by human activity and natural causes,,Slightly political,Extremely political,,Not at all political,,Extremely political,Very political,,,Not at all political,Not at all political,,,,Extremely political,Slightly political,0,0,"No, they looked like traditional social media ads I tend to ignore.",Independent,,,35 to 44 years old,Female,,Michigan,,23968,
7/28/2022 11:14,7/28/2022 11:23,IP Address,71.183.227.153,100,530,TRUE,7/28/2022 11:23,R_2TXfjHFdhURFhu4,,,,,40.726,-73.848,anonymous,EN,Slightly political,Very political,Somewhat political,Slightly Political,Somewhat political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,,,Slightly political,,Not at all political,Very political,,,,Slightly political,Not at all political,Not at all political,Very political,,,Somewhat political,0,9,With the fracking ad it took me a moment to figure out that the ad was in favor of fracking.  At first I thought it was an anti fracking ad. ,Strong Democrat,,,65 to 74 years old,Male,,New York,,83923,
7/28/2022 11:33,7/28/2022 11:38,IP Address,74.175.145.191,100,323,TRUE,7/28/2022 11:38,R_OCHRunD4ZPrzhnP,,,,,33.058,-80.0101,anonymous,EN,Somewhat political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Slightly political,3,Mostly by human activity,Extremely political,,,Extremely political,Somewhat political,,,,,,Very political,Slightly political,Not at all political,,Slightly political,Extremely political,Somewhat political,1,7,no,Weak Democrat,,,45 to 54 years old,Male,,South Carolina,no comments,67460,
7/28/2022 11:39,7/28/2022 11:43,IP Address,66.168.176.86,100,238,TRUE,7/28/2022 11:43,R_1CHGoWkPjFNqn9f,,,,,32.4596,-84.9486,anonymous,EN,Very political,Extremely political,Extremely political,Slightly Political,Not at all political,Not at all political,Not at all political,6,Mostly by human activity,Extremely political,,,Extremely political,,Not at all political,,,,,Not at all political,Not at all political,Not at all political,,Not at all political,Extremely political,Not at all political,0,10,I didn't notice anything unusual.,Strong Democrat,,,25 to 34 years old,Female,,Georgia,,89255,
7/28/2022 11:42,7/28/2022 11:47,IP Address,96.59.1.158,100,313,TRUE,7/28/2022 11:47,R_1mPCyCAgHRMV57S,,,,,28.2137,-82.6809,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Somewhat political,Slightly political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,Very political,,,Extremely political,,Very political,,,,,Not at all political,Very political,Not at all political,Extremely political,Extremely political,0,10,I don't know ,Strong Democrat,,,55 to 64 years old,Female,,Florida,,68848,
7/28/2022 11:43,7/28/2022 11:47,IP Address,71.65.89.174,100,281,TRUE,7/28/2022 11:47,R_9AyrwWcs6au42Pv,,,,,39.0235,-84.2083,anonymous,EN,Extremely political,Very political,Not at all political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,Somewhat political,,Not at all political,,Very political,Slightly political,Not at all political,,Not at all political,,,Very political,,,Slightly political,10,0,NO,Weak Republican,,,55 to 64 years old,Female,,Ohio,,70431,
7/28/2022 11:50,7/28/2022 11:54,IP Address,107.19.17.73,100,288,TRUE,7/28/2022 11:54,R_d5WZGnzAIg7qh6F,,,,,40.8552,-82.3143,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Somewhat political,Somewhat political,Slightly political,6,Mostly by natural causes,Extremely political,,Not at all political,Not at all political,Very political,Somewhat political,,Somewhat political,,,,,,,Not at all political,Extremely political,Very  political,9,0,"Not particularly. The sensationalism and alarmism of modern politics makes it easy to hide anything ""unsusal"" in this case",Other:,Anti-Democrat,Republican Party,35 to 44 years old,Male,,Ohio,,85706,
7/28/2022 11:51,7/28/2022 11:58,IP Address,172.113.116.88,100,405,TRUE,7/28/2022 11:58,R_3GdjTWEC82WzgoS,,,,,33.9168,-118.3432,anonymous,EN,Very political,Somewhat political,Somewhat political,Slightly Political,Slightly political,Slightly political,Not at all political,3,Equally by human activity and natural causes,,Slightly political,Slightly political,,Somewhat political,,,Slightly political,Not at all political,,Not at all political,Not at all political,,Somewhat political,,,Slightly political,7,6,n/a,Weak Democrat,,,25 to 34 years old,Male,,California,enjoyed the study,67709,
7/28/2022 11:57,7/28/2022 12:03,IP Address,72.230.230.40,100,360,TRUE,7/28/2022 12:03,R_Y5fwUvQYvmsSuB3,,,,,42.87,-77.2791,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Very political,,Very political,Very political,Very political,Very political,,,,Somewhat political,Not at all political,,Slightly political,,,,0,2,No,Weak Democrat,,,35 to 44 years old,Male,,New York,,57173,
7/28/2022 12:16,7/28/2022 12:26,IP Address,47.227.29.35,100,564,TRUE,7/28/2022 12:26,R_9n9lXuO6lG0vfpL,,,,,39.786,-86.1589,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Not at all political,Not at all political,Not at all political,4,Mostly by human activity,Extremely political,Slightly political,,Extremely political,,,,,Not at all political,,Not at all political,Not at all political,Not at all political,Very political,,Extremely political,,5,5,"The Colgate ad was not there, it was just a red square.",Weak Democrat,,,35 to 44 years old,Female,,Indiana,,91529,
7/28/2022 12:14,7/28/2022 12:30,IP Address,67.160.114.168,100,942,TRUE,7/28/2022 12:30,R_1hF58AlOgALHeKP,,,,,47.6348,-122.3451,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Very political,Slightly political,3,Equally by human activity and natural causes,,Slightly political,Extremely political,Extremely political,Very political,Slightly political,,,Not at all political,Extremely political,,,,Extremely political,,,Very  political,1,2,"No, they're typical of what I see in the newspaper and social media.",Weak Democrat,,,35 to 44 years old,Male,,Washington,,91805,
7/28/2022 12:30,7/28/2022 12:32,IP Address,66.74.188.227,100,162,TRUE,7/28/2022 12:32,R_6hFtfrBe3ER8cet,,,,,33.7983,-116.5106,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Extremely political,Slightly political,Somewhat political,3,Mostly by human activity,,,,Somewhat political,Very political,Somewhat political,Extremely political,Extremely political,Not at all political,,Very political,,Not at all political,,Slightly political,,,0,8,no not really,Strong Democrat,,,45 to 54 years old,Male,,California,,17933,
